fold,horizon,status,train_n,test_n,raw_auc,raw_msr,raw_x0,raw_x1,filtered_auc,filtered_msr,filtered_x0,filtered_x1,residual_auc,residual_msr,residual_x0,residual_x1,error
Auction_ZScore_CF_1,k=10,ok,15065,15974,0.5791276570270099,0.24444273718954812,0.024185081075787426,-0.47022284845215856,0.520985826701428,0.2490290809186636,0.015505092923309403,-0.17261802890269476,0.6437492834356155,0.23456226833837818,0.02607857220858431,-2.6572680798916264,
Auction_ZScore_CF_1,k=20,ok,20671,21358,0.5159086767427273,0.24994685718661425,0.00577713810449693,0.07112190732031909,0.5540798865711503,0.24884382841017197,0.0023124352373733725,0.26620669403492664,0.5739555788239477,0.24374859810053923,0.01692480096271761,-1.6009896841195,
Auction_ZScore_CF_1,k=30,ok,24889,25478,0.5159565915186614,0.249617014538141,0.013090728781439853,-0.06476904766615216,0.5020941612370542,0.25001308043437265,0.010927125477897901,0.02897221887483876,0.5296892970991491,0.2483427228640292,0.015588057272268691,-0.8104132344757577,
Auction_ZScore_CF_1,k=50,ok,30068,30572,0.5248644782664773,0.24932341275718084,0.017614808608125327,-0.07691538657529952,0.5260405167121597,0.24928065282860504,0.017304340411556797,-0.07928041956105572,0.47305807002274614,0.24987446964531002,0.015977447029084813,-0.021244453421171434,
Auction_ZScore_CF_1,k=100,ok,36147,36397,0.48189237957804176,0.250024984508184,0.03044998110494362,0.03686806834190397,0.4819848560736407,0.2500042902072381,0.030663874196428766,0.035165642479142806,0.514459109697174,0.2497430799965458,0.031371285490335424,0.036222996113045344,
Auction_ZScore_CF_2,k=10,ok,31039,10735,0.5993807883043739,0.24304410294340803,0.029827483995694244,-0.47693543336931,0.5361438385868951,0.24885341229698427,0.024050872257213415,-0.1879359410760715,0.675086699149888,0.23013497039666841,0.03450149845473157,-2.7239162423381886,
Auction_ZScore_CF_2,k=20,ok,42029,14780,0.5039051459079235,0.25023591471922196,0.02517063742088949,0.057257022514705366,0.5463534231244406,0.24902953068734096,0.02318032119618554,0.24962437978502172,0.6008620567729562,0.24146043256875757,0.034055765125000505,-1.6871911988042942,
Auction_ZScore_CF_2,k=30,ok,50367,17796,0.5293717113136497,0.24969682657118566,0.0359637663842423,-0.09455517505432455,0.5099597642596834,0.2502486587861892,0.03467124616150994,-0.007899807826270694,0.5409373667559951,0.2481121729540488,0.03779069030449788,-0.8030711088315592,
Auction_ZScore_CF_2,k=50,ok,60640,21795,0.54098854447923,0.2492900577351753,0.04751427072904888,-0.126252802377173,0.5414859165439276,0.2492301310909296,0.04717649468939286,-0.1351268044559965,0.5251560644584357,0.2503503849773215,0.04532374704525762,0.0006859482947584078,
Auction_ZScore_CF_2,k=100,ok,72544,26361,0.5244273285716876,0.25017032041669124,0.05790933867206437,-0.04653856572523138,0.5257784121776367,0.25013601230351173,0.05778593004514047,-0.050965603764962994,0.5175739157246875,0.2504522822685141,0.0571621870473607,0.015309118035915921,
Auction_ZScore_CF_3,k=10,ok,41774,14880,0.6044290011722895,0.2422618719471505,0.01989586704154455,-0.4936693446306008,0.5478367861759545,0.24829648007009752,0.011823729017581691,-0.20497835921930696,0.664180498076907,0.2329396096922054,0.030157760381496167,-2.8521708655614533,
Auction_ZScore_CF_3,k=20,ok,56809,20285,0.4931651912153871,0.2502091221457633,0.006596961406262569,0.043769127332243224,0.5299619314416757,0.24982616106000743,0.004324484246461324,0.23570895946334325,0.5929397957017151,0.24303515846618742,0.019936333706045382,-1.766213576153689,
Auction_ZScore_CF_3,k=30,ok,68163,24285,0.5330393944146717,0.24943323378206636,0.01562689343465553,-0.11317296105158565,0.5176969160584808,0.2499904696289033,0.013655503127484711,-0.02890163638684701,0.5342108861689422,0.2488360975822132,0.018530481211599604,-0.8287186687907295,
Auction_ZScore_CF_3,k=50,ok,82435,29285,0.5365688737973967,0.24925240166133816,0.026379500374067007,-0.15161595030532157,0.5398496420632559,0.2490947014282141,0.02570096540713005,-0.16296452047165147,0.5272565370859806,0.25017926152898284,0.02299399563033791,0.01315899545998455,
Auction_ZScore_CF_3,k=100,ok,98905,34837,0.5292472445852698,0.2498000087247242,0.034132529423480405,-0.07159661442281093,0.5313558879321705,0.24970635176651693,0.03385459792770978,-0.07875671174694585,0.5181106902251896,0.25023099212192174,0.03265677915596046,0.027920315851752996,
Auction_ZScore_CF_4,k=10,ok,56654,15282,0.5792676271406858,0.24538941604865744,-0.0008599798537682537,-0.5079986716932513,0.5240317263660368,0.2491762386505461,-0.008361261157246409,-0.2270544897238062,0.6454000236249531,0.2371635011108748,0.008645846726152028,-2.8157083637896787,
Auction_ZScore_CF_4,k=20,ok,77094,20619,0.5200204616874051,0.24987963800682583,-0.01276459804895017,0.021178626099271156,0.5561862495315294,0.24835876621557668,-0.014569284150408259,0.20355589231193633,0.5790894464420084,0.24530672768359968,-0.0009501854573139828,-1.745121895238545,
Auction_ZScore_CF_4,k=30,ok,92448,24571,0.5027351124026401,0.2503297727346802,-0.005117890115792776,-0.12689928498649064,0.48958363922132697,0.25011637658006575,-0.006845808133913576,-0.04974180352395011,0.5155945862304129,0.2501514675891025,-0.002525678958631693,-0.7785198291835949,
Auction_ZScore_CF_4,k=50,ok,111720,29494,0.5033109432659478,0.25059815479159425,0.005790959066096532,-0.16022259712128245,0.5091459824055335,0.250176173627986,0.005027922475869791,-0.1745165815974159,0.5499725345114232,0.2498665785659029,0.002595206208226878,0.05110244907262225,
Auction_ZScore_CF_4,k=100,ok,133742,34852,0.49466353231409155,0.2504535671531198,0.013969780226891366,-0.09204754811896611,0.4961648010984298,0.25032612449121566,0.013604948165033584,-0.10243827490627784,0.5380415273154068,0.24991292937802426,0.012209425018522903,0.05718827398923558,
Auction_ZScore_CF_5,k=10,ok,71936,15990,0.5820682180851064,0.244571664183716,-0.006037917870955974,-0.49373505611196555,0.5244839877972466,0.24913496192511214,-0.010908761636334202,-0.2213146088836639,0.6584879302252815,0.23358780031007714,-0.0017355463461859871,-2.72086047851535,
Auction_ZScore_CF_5,k=20,ok,97713,21386,0.5138540951278968,0.24997032944352107,-0.01414676729692725,0.03806685573606903,0.5520006323289317,0.24880424707840845,-0.015490593780126244,0.21450490686408794,0.5878584930062277,0.24344227826083722,-0.007861136243662602,-1.687845957546051,
Auction_ZScore_CF_5,k=30,ok,117019,25487,0.5083619201471716,0.24990456819217627,-0.007446757553625219,-0.10304188748460337,0.49365143232844005,0.25001843516337646,-0.008411660325447403,-0.03479860357965264,0.5274043379935801,0.24911855015919387,-0.006374412462259839,-0.6896576617852623,
Auction_ZScore_CF_5,k=50,ok,141214,30533,0.5182904885754864,0.24960350264958964,0.0030552371044021247,-0.12973732403275784,0.5209322134095791,0.24950067849872723,0.0027639442883404595,-0.1519913778792497,0.5325508015029206,0.24996370086106004,0.0009813160083577519,0.14382291930535548,
Auction_ZScore_CF_5,k=100,ok,168594,36251,0.5130597439964835,0.24981446673684968,0.01048335119668335,-0.06533295479794844,0.5145479938862105,0.2497597533820215,0.010417732412708042,-0.07960865398745502,0.5183121828608723,0.2500184268955139,0.009933506506297915,0.11351416891076455,
Auction_ZScore_CF_6,k=10,ok,87926,16035,0.5960266856270702,0.24309635590542356,-0.0028785520799778502,-0.48787126112516016,0.540564603581836,0.248537118001165,-0.008312384311091282,-0.21392885908873446,0.6636461073866227,0.2333261706722663,-0.0003042240465116501,-2.7160810322259934,
Auction_ZScore_CF_6,k=20,ok,119099,21735,0.5003180755123184,0.25012195137984095,-0.01068209863602439,0.04041283180683767,0.5375066169905445,0.24935350679048723,-0.012237595302392204,0.21757858190731832,0.5969522403301131,0.24284600118550453,-0.00458903258362486,-1.6793069664003624,
Auction_ZScore_CF_6,k=30,ok,142506,25841,0.5270181488163022,0.24951173797362175,-0.005442139400668647,-0.09595576272526361,0.5141006281422771,0.2499169493398864,-0.006029458127685127,-0.029687147347600806,0.5331940761201114,0.24910320259862462,-0.004610699742937669,-0.6626231976258894,
Auction_ZScore_CF_6,k=50,ok,171747,31005,0.5353010157626475,0.2490997618948333,0.0019185244513796249,-0.12683292151398784,0.5383471401294087,0.2489365001001002,0.0017911428710494243,-0.14854114822786887,0.524859935275193,0.24998394831123885,-2.8917790261789866e-05,0.13836919116968494,
Auction_ZScore_CF_6,k=100,ok,204845,36502,0.5232989015337842,0.24962761487859791,0.005129985407852033,-0.06824628317004115,0.5261439992160957,0.24952922688382673,0.005282542266244162,-0.08285797687636214,0.5170151869179761,0.24993464965984807,0.004525268854929985,0.10629959074891007,
Auction_ZScore_CF_7,k=10,ok,103961,14502,0.6010863983324275,0.24232585345260807,-0.010373147359214178,-0.4933486870422552,0.5449662545032351,0.24817423212886813,-0.008006889909755765,-0.21502858888350124,0.6766314825782448,0.23156683833380823,-0.008144471240959936,-2.687516441000061,
Auction_ZScore_CF_7,k=20,ok,140834,19917,0.5009440738364057,0.2500897338399156,-0.001826147615526286,0.032633901438694074,0.538280616555882,0.2494731134176792,-0.00046037412091283936,0.21314283207519608,0.6017297624964713,0.24238572652266768,-0.003686639915948903,-1.679467943121343,
Auction_ZScore_CF_7,k=30,ok,168347,24024,0.529022661894277,0.2492908023187083,0.0003665644739955843,-0.10407533924983213,0.5129752580116667,0.24982459543175542,0.0008469694465079399,-0.03615954610717347,0.5400925050524024,0.248340864069461,0.0005989815951125672,-0.6614858360131671,
Auction_ZScore_CF_7,k=50,ok,202752,29729,0.5418712714583233,0.24860141839790456,0.008142957790362464,-0.13736568895832846,0.5434946616106414,0.24843623909725993,0.008225033071357761,-0.15805744507264075,0.5259469552850324,0.2498705891805525,0.009507972356352888,0.12146968665926597,
